4643
881660	569000
744380	1501000
321880	1255000
1423500	743000
786760	721000
1009840	575000
806260	743000
742300	1587000
297700	1267000
935740	1161000
1175980	925000
744640	1537000
138580	549000
110240	441000
219960	901000
954720	911000
649740	1309000
275860	1119000
843960	443000
571480	941000
134160	493000
533520	419000
239980	429000
757380	1171000
1231880	961000
133900	689000
912340	339000
697580	559000
582660	935000
401700	321000
932360	1405000
298480	987000
1213420	709000
486200	1311000
486720	1017000
777920	1619000
1148420	1097000
632320	721000
1306240	1553000
349440	221000
770380	265000
106600	273000
1018420	1253000
876460	475000
583700	799000
719680	1087000
657280	873000
271960	789000
1040780	737000
249340	499000
944320	1443000
1021280	1281000
989820	319000
834600	719000
446420	207000
262600	1069000
135980	203000
125580	567000
358800	1261000
1283360	1121000
797160	299000
114140	209000
117520	163000
785980	63000
384540	197000
130000	153000
548860	1293000
1171820	1445000
810680	1221000
383760	1261000
363740	829000
778960	121000
579280	859000
832520	941000
810940	571000
166660	791000
684580	315000
704340	563000
527280	1053000
1322880	667000
276900	493000
1220960	963000
1318720	709000
950820	1079000
425880	947000
762580	1411000
1271140	1385000
403260	207000
420160	661000
516100	575000
912340	357000
523900	577000
621400	733000
1162460	931000
1323920	1091000
1000480	1419000
409760	955000
709280	555000
1239420	715000
443560	959000
560560	811000
887120	471000
1086800	525000
1119040	1137000
648700	1311000
933400	1437000
1423240	731000
732680	667000
1272180	1581000
732160	1227000
325000	661000
255060	477000
425100	959000
293800	157000
673400	1009000
585520	633000
739960	1119000
413400	647000
455000	1011000
353080	1031000
410280	609000
416520	777000
534820	561000
952120	1081000
703820	1067000
1391780	551000
552240	421000
717340	339000
436540	947000
1394900	1093000
416000	393000
752440	1081000
436540	879000
327600	571000
351520	1043000
158080	405000
323440	651000
181220	513000
622180	735000
198640	681000
752700	1077000
230360	783000
372840	599000
664560	769000
850200	495000
351260	601000
872820	473000
290680	661000
692380	559000
421720	399000
371800	811000
426400	973000
363740	697000
943020	845000
1283100	1309000
888420	467000
365820	583000
420160	657000
1346540	659000
1409720	741000
538720	567000
740480	1585000
1223820	1453000
414700	951000
509080	517000
1197040	1203000
430300	953000
1424800	601000
1035060	693000
763100	1329000
164840	513000
386880	613000
525720	919000
333580	997000
592540	707000
1251120	1277000
552500	913000
1347580	1117000
706680	1253000
386620	615000
433160	585000
1390480	565000
378560	1073000
1425580	1463000
1333280	1597000
1378780	1565000
1255540	1601000
1415440	1185000
1385800	1153000
1425060	1471000
1392040	1611000
1396720	1145000
1404260	1357000
1315080	1579000
1344720	1605000
1340820	1573000
1265160	1603000
1324700	1549000
1341340	1529000
1416220	1351000
1223820	1605000
1394380	1183000
1394900	1401000
1316640	1605000
1407380	1389000
1417780	1321000
1416740	1315000
1391520	1543000
1359280	1467000
1396460	1537000
1416480	1549000
1410760	1551000
1393340	1321000
1357460	1453000
959920	1171000
958880	1163000
1425320	651000
1268540	1125000
1032980	675000
824460	753000
1259700	691000
1047020	693000
1050140	711000
128960	575000
1057680	697000
