46119
627900	709000
637260	803000
629720	805000
619840	813000
620100	827000
661700	869000
635440	553000
637780	799000
632060	807000
623480	829000
624520	831000
645060	865000
644800	863000
656760	833000
622700	707000
620360	823000
616720	817000
686660	553000
754000	439000
692120	463000
684320	673000
690560	681000
689780	675000
717080	693000
685100	561000
682500	545000
681720	537000
682500	587000
673920	537000
676260	585000
680680	665000
679380	569000
677040	581000
674180	579000
678340	539000
675220	567000
676520	587000
682500	565000
694720	665000
692900	671000
691860	545000
669240	539000
686400	543000
674960	533000
693160	493000
692640	495000
680160	521000
679380	517000
676780	547000
676780	543000
670800	543000
674960	527000
670020	545000
683280	519000
718640	715000
728520	717000
723840	715000
726700	713000
725400	711000
720200	713000
711620	717000
716820	717000
700440	671000
713180	713000
715260	711000
698360	715000
687180	711000
685620	701000
684840	697000
685100	693000
706680	681000
691340	713000
692380	715000
705640	717000
705900	715000
701480	709000
693420	709000
684580	709000
684060	707000
683800	705000
706940	711000
695240	705000
698620	701000
704340	703000
705900	705000
697060	693000
695240	691000
685620	691000
686920	685000
701740	713000
697840	683000
698360	687000
703040	693000
703300	697000
697320	697000
715520	705000
724360	703000
716560	699000
701480	695000
715780	695000
710580	699000
711880	701000
713180	707000
718120	709000
726440	709000
721240	687000
716300	683000
717600	685000
726960	707000
706160	683000
702000	685000
707980	685000
712920	687000
716820	691000
722800	691000
701480	673000
707720	673000
707460	669000
728780	691000
705640	667000
677560	669000
690560	667000
735280	489000
735540	481000
747240	477000
737360	473000
712660	471000
743600	473000
741780	481000
738140	483000
730080	493000
736060	493000
740480	479000
727480	491000
706160	449000
752180	437000
740220	485000
793260	425000
777400	431000
776100	435000
775060	433000
773240	419000
787280	429000
790660	427000
795860	419000
784940	407000
789880	403000
790920	411000
797160	411000
774540	407000
773500	415000
784940	413000
779740	417000
781040	429000
769600	423000
769080	431000
769860	429000
771940	417000
775320	411000
767520	435000
763880	429000
761800	421000
757120	423000
752700	421000
767000	411000
767000	419000
764920	417000
751920	425000
763620	423000
765700	403000
765180	409000
764660	413000
764400	407000
768040	421000
751920	429000
765960	425000
762320	445000
761800	451000
756340	445000
752700	431000
753480	433000
755300	435000
758420	427000
759200	425000
763360	455000
760500	459000
760500	461000
759200	465000
761540	453000
728780	439000
729560	437000
726440	441000
736320	443000
762840	457000
711880	443000
735800	437000
825240	397000
821860	395000
771160	409000
741000	435000
715520	439000
714220	447000
822380	381000
826800	383000
823680	389000
830180	371000
827060	377000
829140	369000
829660	373000
826020	385000
698620	495000
701220	485000
687700	537000
706420	489000
700440	483000
696540	477000
699660	481000
826540	391000
831740	389000
829660	379000
834080	385000
823160	387000
699400	479000
700700	491000
706940	497000
707200	493000
837460	395000
835380	399000
824200	399000
835380	393000
828100	395000
834340	387000
822120	393000
832260	377000
752700	443000
799240	409000
823420	403000
835380	401000
691600	459000
786760	433000
814320	403000
825240	405000
820040	405000
754780	467000
754780	441000
643760	665000
644800	673000
650000	677000
661180	651000
660660	641000
646880	679000
642720	669000
644020	675000
651040	653000
645580	657000
645320	667000
642980	659000
661960	689000
641680	849000
656500	663000
371020	1077000
374920	1071000
373360	1063000
505180	935000
389740	1061000
380900	1071000
367380	1063000
355420	1063000
354380	1065000
352820	1067000
350480	1069000
351780	1077000
355680	1075000
359060	1077000
365040	1077000
371800	1075000
386880	1071000
383760	1061000
387920	1067000
389480	1069000
365560	1065000
361400	1063000
615940	841000
633620	949000
629200	967000
631800	963000
638040	961000
633880	965000
632060	961000
627900	965000
637000	967000
638040	933000
636220	955000
638300	945000
636220	951000
638820	953000
630240	955000
638820	959000
633360	943000
659100	739000
659360	735000
647140	739000
638820	847000
630760	925000
632060	927000
633100	939000
631020	941000
647400	733000
647920	737000
654420	743000
653120	739000
655720	747000
626080	703000
626340	697000
624520	701000
632060	707000
655460	741000
638040	675000
628680	705000
656240	1005000
656500	997000
657540	995000
661180	785000
659360	791000
663780	721000
404300	1055000
389480	1059000
378560	1077000
399100	1055000
527280	1053000
523380	1029000
527020	1027000
656240	1009000
671580	703000
674180	701000
676260	697000
677300	681000
676000	685000
674180	687000
677820	667000
378560	1073000
308100	1211000
307060	1209000
302120	1211000
313040	1215000
660400	695000
676520	689000
670800	693000
675480	699000
313560	1223000
314340	1217000
303160	1217000
320580	1215000
323180	1219000
304200	1207000
301600	1213000
307580	1213000
624520	821000
323700	1151000
311740	1221000
320580	1217000
638820	673000
340860	1083000
379600	1065000
380120	1063000
386100	1075000
642720	723000
646100	719000
648960	537000
642720	537000
643240	547000
638820	545000
654420	535000
647140	533000
659360	539000
659880	537000
660400	541000
653380	539000
641160	539000
641680	541000
677820	505000
573560	495000
656500	543000
656760	477000
575900	515000
558480	507000
563940	499000
555880	515000
552760	513000
557180	501000
559000	517000
561860	503000
552500	507000
548860	509000
569920	513000
559000	513000
563940	511000
559260	505000
568360	517000
563160	501000
562900	515000
604760	491000
606580	487000
602940	511000
602940	507000
600340	483000
593840	489000
588380	483000
587860	485000
596700	509000
596180	503000
593060	497000
593320	501000
